sql_id,num_tables_used,num_kpis,primary_table,kpi_family,execution_count,frequency_bucket,analyst,dominant_hour,dominant_day_of_week
S000725,2,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,11,Monday
S000791,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,11,Monday
S000514,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Monday
S000826,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_05,13,Monday
S001240,2,3,support_tickets,support_sla,1,ad-hoc,analyst_06,18,Monday
S000333,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S000515,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,10,Tuesday
S001352,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_03,13,Tuesday
S000141,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000516,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_09,9,Wednesday
S001223,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_12,14,Wednesday
S000517,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000142,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S000334,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Thursday
S000650,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Friday
S000335,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Friday
S000143,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S000986,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_04,13,Friday
S001142,1,3,support_tickets,support_sla,1,ad-hoc,analyst_12,19,Saturday
S000144,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S000518,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Monday
S001040,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_02,10,Monday
S000792,2,3,support_tickets,support_sla,1,ad-hoc,analyst_07,10,Monday
S000827,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,10,Monday
S000756,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,11,Monday
S000519,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Tuesday
S000651,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,9,Tuesday
S000336,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S000145,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000916,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Tuesday
S000917,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Tuesday
S000652,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000146,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S001121,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_10,13,Wednesday
S001286,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_07,17,Wednesday
S000653,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Thursday
S000337,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S001372,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,11,Thursday
S000520,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Thursday
S000147,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
S001114,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,19,Thursday
S000148,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000338,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S000902,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,14,Friday
S000903,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,14,Friday
S000905,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,14,Friday
S000904,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,14,Friday
S001117,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Sunday
S000149,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S000521,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Monday
S000339,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000726,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,9,Monday
S000979,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_06,10,Monday
S000867,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,10,Monday
S000654,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S001153,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_02,10,Monday
S000828,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,11,Monday
S000858,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,11,Monday
S000877,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,11,Monday
S001445,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_07,13,Monday
S001330,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_11,13,Monday
S000848,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,13,Monday
S001321,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_04,14,Monday
S001325,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_09,15,Monday
S001222,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_04,19,Monday
S000150,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Tuesday
S000340,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S001091,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_12,9,Tuesday
S001374,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_04,9,Tuesday
S001350,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_03,12,Tuesday
S001371,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_02,13,Tuesday
S000991,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,14,Tuesday
S001126,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,14,Tuesday
S001109,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_06,16,Tuesday
S001283,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_01,19,Tuesday
S000655,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000151,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S000341,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Wednesday
S001075,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_03,12,Wednesday
S001421,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_08,15,Wednesday
S000993,1,3,support_tickets,support_sla,1,ad-hoc,analyst_10,9,Thursday
S000152,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S000656,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Thursday
S001318,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,13,Thursday
S001135,2,3,support_tickets,support_sla,1,ad-hoc,analyst_06,19,Thursday
S000657,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Friday
S000153,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Friday
S001474,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_12,11,Friday
S000342,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001022,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,18,Friday
S000343,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Monday
S000522,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Monday
S001444,1,3,support_tickets,support_sla,1,ad-hoc,analyst_09,9,Monday
S000154,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S001408,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,10,Monday
S000829,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,11,Monday
S000757,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,14,Monday
S001376,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_03,18,Monday
S001409,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,18,Monday
S000155,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Tuesday
S000523,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Tuesday
S000658,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Tuesday
S001047,1,3,support_tickets,support_sla,1,ad-hoc,analyst_01,13,Tuesday
S001159,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,15,Tuesday
S000659,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Wednesday
S000524,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Wednesday
S001400,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_10,15,Wednesday
S001145,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_03,15,Wednesday
S001394,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_10,18,Wednesday
S000525,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000344,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S001413,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_06,9,Friday
S001015,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,15,Saturday
S000830,3,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,9,Monday
S000345,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000526,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S000758,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Monday
S000881,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,10,Monday
S000660,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S000882,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,10,Monday
S000884,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,11,Monday
S000883,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,11,Monday
S001295,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,14,Monday
S001481,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,15,Monday
S001160,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,18,Monday
S000346,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S001180,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_11,9,Tuesday
S000156,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Tuesday
S001418,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Tuesday
S000527,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S001280,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_03,14,Tuesday
S001457,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,14,Tuesday
S001402,2,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_09,15,Tuesday
S000528,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Wednesday
S000157,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S001410,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_03,10,Wednesday
S000347,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Thursday
S000529,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000158,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000900,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,16,Thursday
S000901,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,16,Thursday
S001228,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,19,Thursday
S000661,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Friday
S000348,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Friday
S000159,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Friday
S001146,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_03,15,Friday
S001207,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_07,16,Friday
S001495,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_09,13,Saturday
S001007,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,15,Saturday
S000349,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Sunday
S001440,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,15,Sunday
S000350,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S001127,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_01,10,Monday
S000530,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S000160,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,11,Monday
S001156,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_08,11,Monday
S000793,1,3,support_tickets,support_sla,1,ad-hoc,analyst_04,11,Monday
S000727,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,14,Monday
S000831,3,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S000910,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_11,16,Monday
S000911,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_11,16,Monday
S000912,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_11,16,Monday
S000913,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_11,16,Monday
S001205,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,16,Monday
S001012,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,18,Monday
S001455,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_10,19,Monday
S000662,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Tuesday
S001383,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,9,Tuesday
S000351,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S000161,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_11,11,Tuesday
S001106,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_11,13,Tuesday
S001089,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_04,14,Tuesday
S001138,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,18,Tuesday
S000162,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000663,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Wednesday
S000531,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Wednesday
S001386,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_04,17,Wednesday
S000163,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000352,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S000664,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_08,11,Thursday
S001187,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_07,13,Thursday
S001029,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,17,Thursday
S000931,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,18,Thursday
S000933,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,19,Thursday
S000932,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_02,19,Thursday
S001210,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_08,9,Friday
S000532,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Friday
S000353,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001338,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,11,Friday
S000957,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,19,Friday
S000958,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_01,20,Friday
S000959,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,21,Friday
S001346,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_12,13,Saturday
S001010,2,3,support_tickets,support_sla,1,ad-hoc,analyst_10,17,Sunday
S000354,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000794,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,10,Monday
S001255,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000759,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,11,Monday
S000665,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_01,11,Monday
S000832,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,13,Monday
S001453,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_04,17,Monday
S001468,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,18,Monday
S000533,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000355,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_08,10,Tuesday
S000849,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,10,Tuesday
S000164,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_04,11,Tuesday
S000859,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,11,Tuesday
S000878,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,12,Tuesday
S000868,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,12,Tuesday
S000534,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Wednesday
S000165,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S000914,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,16,Wednesday
S000915,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,16,Wednesday
S001140,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_08,18,Wednesday
S000535,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000166,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000666,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Thursday
S000356,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S001320,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_02,16,Thursday
S001326,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_06,19,Thursday
S000667,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Friday
S000536,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Friday
S000167,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S001104,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,13,Friday
S001224,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,14,Friday
S000168,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Saturday
S001329,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_12,17,Saturday
S001216,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_12,9,Monday
S000537,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S000760,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Monday
S000795,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S001115,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,14,Monday
S001284,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,15,Monday
S001471,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,15,Monday
S001411,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_04,16,Monday
S001054,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_09,18,Monday
S000889,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,19,Monday
S000890,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,20,Monday
S000891,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,20,Monday
S000892,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,21,Monday
S000668,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Tuesday
S000169,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,10,Tuesday
S000357,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Tuesday
S000975,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_02,18,Tuesday
S000358,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Wednesday
S000669,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Wednesday
S000538,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Wednesday
S000170,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Wednesday
S000920,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_09,18,Wednesday
S000921,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,18,Wednesday
S000670,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Thursday
S000539,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000171,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S001206,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_07,14,Thursday
S001107,2,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,17,Thursday
S000540,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S001282,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_05,10,Friday
S000359,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001432,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,16,Friday
S001403,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_05,17,Saturday
S000541,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Sunday
S000988,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,10,Sunday
S000360,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_07,10,Sunday
S000172,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S001157,1,3,support_tickets,support_sla,1,ad-hoc,analyst_04,9,Monday
S000361,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Monday
S000796,1,3,support_tickets,support_sla,1,ad-hoc,analyst_02,11,Monday
S000833,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_01,11,Monday
S000761,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Monday
S001149,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_01,13,Monday
S001336,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_07,14,Monday
S001028,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_05,15,Monday
S001070,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_09,11,Tuesday
S000173,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S001500,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_12,12,Tuesday
S000998,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_08,13,Tuesday
S001429,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_03,15,Tuesday
S000174,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000362,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S001018,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,14,Wednesday
S000671,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,10,Thursday
S000363,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Thursday
S000175,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
